"x"
"206","breast diseases"
"207","carcinoma"
"208","carcinoma squamous cell"
"209","cleft lip"
"210","cleft palate"
"211","female urogenital diseases"
"212","cryopyrin associated periodic syndromes"
"213","neoplasms squamous cell"
"214","prune belly syndrome"
"215","sweat gland neoplasms"
"216","amenorrhea"
"217","bladder exstrophy"
"218","non alcoholic fatty liver disease"
"219","alcohol drinking"
"220","adiposis dolorosa"
"221","sex counseling"
"222","geographic atrophy"
"223","heart septal defects ventricular"
"224","anus imperforate"
"225","pyelectasis"
"226","persistent fetal circulation syndrome"
"227","cardiomegaly"
"228","heart failure"
"229","coffin lowry syndrome"
"230","esophageal neoplasms"
"231","neuroendocrine tumors"
"232","acne vulgaris"
"233","medulloblastoma"
"234","neuroblastoma"
"235","uterine neoplasms"
"236","scleroderma systemic"
"237","meningism"
"238","down syndrome"
"239","hepatitis b"
"240","leukemia promyelocytic acute"
"241","acute kidney injury"
"242","myocardial reperfusion injury"
"243","pancreatitis"
"244","carcinoid tumor"
"245","liver cirrhosis alcoholic"
"246","osteosarcoma"
"247","eye injuries"
"248","retinal diseases"
"249","colonic neoplasms"
"250","cholestasis"
"251","glomerulonephritis"
"252","amnesia"
"253","temporomandibular joint dysfunction syndrome"
"254","fatty liver"
"255","cocaine related disorders"
"256","brain injuries"
"257","hypertension"
"258","hirschsprung disease"
"259","cataract"
"260","head neck neoplasms"
"261","tongue neoplasms"
"262","liver cirrhosis"
"263","adenocarcinoma bronchiolo alveolar"
"264","albuminuria"
"265","osteochondrodysplasias"
"266","neurobehavioral manifestations"
"267","mesothelioma"
"268","pemphigoid gestationis"
"269","odontodysplasia"
"270","hyperplasia"
"271","reperfusion injury"
"272","rhabdomyolysis"
"273","adenoma"
"274","hydranencephaly"
"275","mitral valve insufficiency"
"276","tricuspid valve insufficiency"
"277","endomyocardial fibrosis"
"278","lipodystrophy congenital generalized"
"279","wolf hirschhorn syndrome"
"280","polycystic kidney diseases"
"281","thanatophoric dysplasia"
"282","graves disease"
"283","blood protein disorders"
"284","diabetes mellitus experimental"
"285","metabolic syndrome"
"286","stroke"
"287","fasting"
"288","pantothenate kinase associated neurodegeneration"
"289","brachydactyly"
"290","orofaciodigital syndromes"
"291","branchio oto renal syndrome"
"292","carcinoma ductal breast"
"293","rickets hypophosphatemic"
"294","periventricular nodular heterotopia"
"295","inflammatory bowel diseases"
"296","mouth diseases"
"297","neurocutaneous syndromes"
"298","arteriosclerosis"
"299","kidney diseases"
"300","antley bixler syndrome phenotype"
"301","von willebrand diseases"
"302","pseudoxanthoma elasticum"
"303","duane retraction syndrome"
"304","fibrosis"
"305","nephritis interstitial"
"306","williams syndrome"
"307","heart septal defects atrial"
"308","gout"
"309","stress disorders post traumatic"
"310","virus diseases"
"311","hypercalcemia"
"312","hypocalcemia"
"313","aneuploidy"
"314","glycogen storage disease type"
"315","mitochondrial diseases"
"316","infant newborn diseases"
"317","pelizaeus merzbacher disease"
"318","cholestasis extrahepatic"
"319","gallbladder neoplasms"
"320","hepatic insufficiency"
"321","hepatitis"
"322","hepatomegaly"
"323","goiter"
"324","chronic disease"
"325","cholangitis sclerosing"
"326","brain edema"
"327","subarachnoid hemorrhage"
"328","amphetamine related disorders"
"329","attention"
"330","exploratory behavior"
"331","tic disorders"
"332","endodermal sinus tumor"
"333","seminoma"
"334","teratoma"
"335","asthma aspirin induced"
"336","nasal polyps"
"337","inflammation"
"338","creutzfeldt jakob syndrome"
"339","peripheral arterial disease"
"340","primary ovarian insufficiency"
"341","osteopetrosis"
"342","anemia hemolytic"
"343","splenomegaly"
"344","abortion spontaneous"
"345","ectodermal dysplasia"
"346","epidermolysis bullosa"
"347","gliosis"
"348","intestinal atresia"
"349","epidermolysis bullosa simplex"
"350","coxsackievirus infections"
"351","enterovirus infections"
"352","myocarditis"
"353","alpha mannosidosis"
"354","cutis laxa"
"355","craniosynostoses"
"356","ellis van creveld syndrome"
"357","hypertelorism"
"358","maple syrup urine disease"
"359","precursor b cell lymphoblastic leukemia lymphoma"
"360","sjogren larsson syndrome"
"361","colitis"
"362","keloid"
"363","memory disorders"
"364","sepsis"
"365","stevens johnson syndrome"
"366","brain ischemia"
"367","cardiomyopathies"
"368","neuronal ceroid lipofuscinoses"
"369","hyperalgesia"
"370","hypertrophy"
"371","infertility female"
"372","kidney neoplasms"
"373","pneumonia pneumococcal"
"374","substance withdrawal syndrome"
"375","trigeminal neuralgia"
"376","enterocolitis necrotizing"
"377","leukodystrophy metachromatic"
"378","anemia sideroblastic"
"379","alexander disease"
"380","multiple myeloma"
"381","amyloidosis"
"382","carcinoma lobular"
"383","glomerulosclerosis focal segmental"
"384","kidney failure chronic"
"385","thrombocytopenia"
"386","fasciitis"
"387","guillain barre syndrome"
"388","memory short term"
"389","epistaxis"
"390","hutchinsons melanotic freckle"
"391","noonan syndrome"
"392","acrocephalosyndactylia"
"393","costello syndrome"
"394","fanconi syndrome"
"395","glycogen storage disease"
"396","gliosarcoma"
"397","hajdu cheney syndrome"
"398","walker warburg syndrome"
"399","sleep"
"400","sleep bruxism"
"401","rothmund thomson syndrome"
"402","klippel trenaunay weber syndrome"
"403","sick sinus syndrome"
"404","kearns sayre syndrome"
"405","hepatitis alcoholic"
"406","hemophilia a"
"407","hemophilia b"
"408","thrombosis"
"409","venous thrombosis"
"410","adrenoleukodystrophy"
"411","paraplegia"
"412","osteoarthritis"
"413","aortic diseases"
"414","aortic rupture"
"415","bone diseases"
"416","bone diseases metabolic"
"417","bone neoplasms"
"418","calcinosis"
"419","cerebral hemorrhage"
"420","diabetic neuropathies"
"421","leishmaniasis cutaneous"
"422","lupus nephritis"
"423","mandibular diseases"
"424","marfan syndrome"
"425","maxillary diseases"
"426","neointima"
"427","nose neoplasms"
"428","oral submucous fibrosis"
"429","osteonecrosis"
"430","pulmonary emphysema"
"431","hallermanns syndrome"
"432","leigh disease"
"433","brain diseases"
"434","malformations of cortical development"
"435","leiomyoma"
"436","lymphangioleiomyomatosis"
"437","tuberous sclerosis"
"438","hamartoma"
"439","dental enamel hypoplasia"
"440","speech"
"441","myopathies nemaline"
"442","hermanski pudlak syndrome"
"443","leukemia myeloid"
"444","dwarfism"
"445","hashimoto disease"
"446","thyroiditis autoimmune"
"447","hypothyroidism"
"448","anemia"
"449","dermatitis contact"
"450","edema"
"451","hyperthyroidism"
"452","hypoglycemia"
"453","ureteral calculi"
"454","peroxisomal disorders"
"455","heat stroke"
"456","acute coronary syndrome"
"457","ischemia"
"458","influenza in birds"
"459","goldenhar syndrome"
"460","acute lung injury"
"461","aortic valve insufficiency"
"462","asthma occupational"
"463","berylliosis"
"464","camurati engelmann syndrome"
"465","carcinosarcoma"
"466","cystic fibrosis"
"467","dry eye syndromes"
"468","duodenal ulcer"
"469","hepatitis autoimmune"
"470","hepatitis chronic"
"471","hernia diaphragmatic"
"472","lung diseases"
"473","nephrosclerosis"
"474","occupational diseases"
"475","osteoporosis"
"476","osteoporosis postmenopausal"
"477","papilloma"
"478","peritoneal fibrosis"
"479","pleural diseases"
"480","pneumonia"
"481","posterior leukoencephalopathy syndrome"
"482","proteinuria"
"483","pulmonary disease chronic obstructive"
"484","thrombocythemia essential"
"485","uremia"
"486","ureteral obstruction"
"487","urticaria"
"488","premature birth"
"489","skin diseases metabolic"
"490","multiple acyl coenzyme a dehydrogenase deficiency"
"491","tyrosinemias"
"492","arnold chiari malformation"
"493","craniofacial dysostosis"
"494","foot deformities"
"495","vitreoretinopathy proliferative"
"496","ehlers danlos syndrome"
"497","poems syndrome"
"498","nystagmus pathologic"
"499","cerebellar ataxia"
"500","speech disorders"
"501","agammaglobulinemia"
"502","pneumoconiosis"
"503","usher syndromes"
"504","pituitary neoplasms"
"505","prolactinoma"
"506","pituitary acth hypersecretion"
"507","retinal dystrophies"
"508","ebstein anomaly"
"509","mental competency"
"510","muscle weakness"
"511","charcot marie tooth disease"
"512","mucopolysaccharidosis"
"513","mucopolysaccharidoses"
"514","hypertrichosis"
"515","lymphatic metastasis"
"516","adjustment disorders"
"517","cough"
"518","angioedema"
"519","hyperoxaluria"
"520","liver diseases"
"521","ovarian cysts"
"522","personality"
"523","hypertriglyceridemia"
"524","vitamin e deficiency"
"525","vitamin k deficiency"
"526","hyperlipoproteinemia type"
"527","encephalitis herpes simplex"
"528","acrocallosal syndrome"
"529","bowens disease"
"530","brain neoplasms"
"531","cecal neoplasms"
"532","genomic instability"
"533","hemangiosarcoma"
"534","hyperparathyroidism secondary"
"535","intestinal polyps"
"536","leukemia"
"537","lymphoma mantle cell"
"538","urologic neoplasms"
"539","arthritis"
"540","polymyositis"
"541","rickets"
"542","familial hypophosphatemic rickets"
"543","gonadal dysgenesis"
"544","donohue syndrome"
"545","hypoxia"
"546","metabolism inborn errors"
"547","neuromuscular diseases"
"548","neuromuscular manifestations"
"549","retinitis pigmentosa"
"550","leukemia myelogenous chronic bcr abl positive"
"551","diabetic foot"
"552","hepatitis b chronic"
"553","brugada syndrome"
"554","prenatal injuries"
"555","connective tissue diseases"
"556","adrenocortical carcinoma"
"557","low back pain"
"558","osteogenesis imperfecta"
"559","poisoning"
"560","hypoplastic left heart syndrome"
"561","arthritis psoriatic"
"562","hypothermia"
"563","mycobacterium infections nontuberculous"
"564","takayasu arteritis"
"565","lymphoma"
"566","colorectal neoplasms hereditary nonpolyposis"
"567","lynch syndrome"
"568","muir torre syndrome"
"569","peutz jeghers syndrome"
"570","metabolic diseases"
"571","dermatitis allergic contact"
"572","melas syndrome"
"573","cardiovascular diseases"
"574","dyslipidemias"
"575","hypercholesterolemia"
"576","hyperlipidemias"
"577","hypobetalipoproteinemias"
"578","hypobetalipoproteinemia familial apolipoprotein b"
"579","blood coagulation disorders"
"580","urolithiasis"
"581","carbohydrate metabolism inborn errors"
"582","lipid metabolism inborn errors"
"583","microsatellite instability"
"584","lewy body disease"
"585","hypotension orthostatic"
"586","tobacco use disorder"
"587","lipomatosis multiple symmetrical"
"588","tuberculosis"
"589","alopecia"
"590","cicatrix"
"591","hyperpigmentation"
"592","myotonic dystrophy"
"593","blister"
"594","peripheral nervous system diseases"
"595","venous thromboembolism"
"596","paralysis hyperkalemic periodic"
"597","psychotic disorders"
"598","vascular diseases"
"599","polycystic kidney autosomal dominant"
"600","precursor t cell lymphoblastic leukemia lymphoma"
"601","dental caries"
"602","thinness"
"603","nevus"
"604","dysplastic nevus syndrome"
"605","fractures bone"
"606","leukemia myeloid chronic phase"
"607","triple negative breast neoplasms"
"608","facial asymmetry"
"609","motor neuron disease"
"610","frontotemporal dementia"
"611","ventricular fibrillation"
"612","heart arrest"
"613","acatalasia"
"614","asphyxia"
"615","depressive disorder major"
"616","dyskinesia drug induced"
"617","fetal alcohol spectrum disorders"
"618","hyperemia"
"619","hypotension"
"620","kidney calculi"
"621","phobic disorders"
"622","pulmonary edema"
"623","pulmonary embolism"
"624","stomach ulcer"
"625","turner syndrome"
"626","lung diseases interstitial"
"627","atherosclerosis"
"628","atrophy"
"629","bone resorption"
"630","chronobiology disorders"
"631","hyperoxia"
"632","hyperventilation"
"633","infertility male"
"634","lung injury"
"635","peanut hypersensitivity"
"636","silicosis"
"637","splenic diseases"
"638","tachycardia"
"639","ureteral neoplasms"
"640","urinary bladder calculi"
"641","liver failure acute"
"642","pre eclampsia"
"643","lymphoma large cell anaplastic"
"644","hamartoma syndrome multiple"
"645","plagiocephaly"
"646","blepharophimosis"
"647","rett syndrome"
"648","sarcoma ewing"
"649","hereditary sensory motor neuropathy"
"650","sleep wake disorders"
"651","mood disorders"
"652","moyamoya disease"
"653","vertebral artery dissection"
"654","huntington disease"
"655","phantom limb"
"656","alcohol related disorders"
"657","oculocerebrorenal syndrome"
"658","infections"
"659","organophosphate poisoning"
"660","respiratory tract diseases"
"661","skin ulcer"
"662","panic disorder"
"663","lipodystrophy familial partial"
"664","protoporphyria erythropoietic"
"665","trichothiodystrophy syndromes"
"666","laron syndrome"
"667","campomelic dysplasia"
"668","pierre robin syndrome"
"669","myositis inclusion body"
"670","mucocutaneous lymph node syndrome"
"671","liposarcoma"
"672","carbon tetrachloride poisoning"
"673","marijuana abuse"
"674","phencyclidine abuse"
"675","ameloblastoma"
"676","gastrointestinal stromal tumors"
"677","maxillary neoplasms"
"678","meningioma"
"679","neuroectodermal tumors primitive"
"680","chondromatosis synovial"
"681","flatfoot"
"682","vision disorders"
"683","disease"
"684","prenatal exposure delayed effects"
"685","rhabdomyosarcoma embryonal"
"686","sotos syndrome"
"687","polyendocrinopathies autoimmune"
"688","smell"
"689","arrhythmias cardiac"
"690","q fever"
"691","plaque atherosclerotic"
"692","pyloric stenosis hypertrophic"
"693","cerebral amyloid angiopathy familial"
"694","carotid artery diseases"
"695","cerebral amyloid angiopathy"
"696","cognition disorders"
"697","mercury poisoning"
"698","multiple sclerosis relapsing remitting"
"699","renal insufficiency"
"700","sea blue histiocyte syndrome"
"701","escherichia coli infections"
"702","polymicrogyria"
"703","intracranial hypotension"
"704","mental health"
"705","cognitive dysfunction"
"706","protein losing enteropathies"
"707","cerebral small vessel diseases"
"708","tachycardia ventricular"
"709","kartagener syndrome"
"710","pectus carinatum"
"711","hematuria"
"712","neuromyelitis optica"
"713","spina bifida cystica"
"714","barrett esophagus"
"715","digestive system diseases"
"716","esophageal achalasia"
"717","liposarcoma myxoid"
"718","dystonia"
"719","dystonia musculorum deformans"
"720","dystonic disorders"
"721","sleep disorders circadian rhythm"
"722","alcoholic intoxication"
"723","akathisia drug induced"
"724","hyper igm immunodeficiency syndrome"
"725","mental disorders"
"726","diabetic retinopathy"
"727","heart diseases"
"728","leishmaniasis"
"729","leishmaniasis visceral"
"730","malaria"
"731","meningitis"
"732","pasteurellaceae infections"
"733","periodontitis"
"734","muscular atrophy spinal"
"735","mobility limitation"
"736","hammer toe syndrome"
"737","spinal muscular atrophies of childhood"
"738","blepharoptosis"
"739","tachypnea"
"740","respiratory distress syndrome newborn"
"741","macular degeneration"
"742","opioid related disorders"
"743","alagille syndrome"
"744","hereditary sensory autonomic neuropathies"
"745","dermatitis"
"746","chondrosarcoma mesenchymal"
"747","hypereosinophilic syndrome"
"748","spinal dysraphism"
"749","leukemia eosinophilic acute"
"750","hyperopia"
"751","corneal wavefront aberration"
"752","aberrant crypt foci"
"753","adenomatous polyposis coli"
"754","adenomatous polyps"
"755","anemia macrocytic"
"756","fibromatosis abdominal"
"757","fibromatosis aggressive"
"758","gastrointestinal hemorrhage"
"759","leukocytosis"
"760","rectal neoplasms"
"761","gardner syndrome"
"762","hepatoblastoma"
"763","intestinal polyposis"
"764","brain stem neoplasms"
"765","depression"
"766","extraversion psychological"
"767","social sciences"
"768","mitochondrial myopathies"
"769","chagas disease"
"770","acquired hyperostosis syndrome"
"771","fraumeni syndrome"
"772","fuchs endothelial dystrophy"
"773","pheochromocytoma"
"774","leukopenia"
"775","peritoneal neoplasms"
"776","oligospermia"
"777","malignant atrophic papulosis"
"778","diabetic angiopathies"
"779","schizencephaly"
"780","holoprosencephaly"
"781","hemochromatosis"
"782","hemolysis"
"783","iron overload"
"784","facial neuralgia"
"785","hydrocephalus"
"786","thalamic diseases"
"787","polydactyly"
"788","pallister hall syndrome"
"789","anodontia"
"790","intracranial thrombosis"
"791","von willebrand disease type 1"
"792","von willebrand disease type 2"
"793","von willebrand disease type 3"
"794","coagulation protein disorders"
"795","hemorrhage"
"796","heart defects congenital"
"797","tumor lysis syndrome"
"798","hypopigmentation"
"799","developmental disabilities"
"800","color vision"
"801","paraparesis"
"802","pick disease of the brain"
"803","optic nerve diseases"
"804","agenesis of corpus callosum"
"805","neuritis"
"806","delayed emergence from anesthesia"
"807","drinking behavior"
"808","alcohol induced disorders"
"809","dermatitis occupational"
"810","flushing"
"811","heart injuries"
"812","melanosis"
"813","alpha 1 antitrypsin deficiency"
"814","airway obstruction"
"815","carbon monoxide poisoning"
"816","death sudden cardiac"
"817","basal ganglia hemorrhage"
"818","basal ganglia diseases"
"819","werner syndrome"
"820","myelodysplastic myeloproliferative diseases"
"821","leukemia myelomonocytic chronic"
"822","keratoderma palmoplantar"
"823","porokeratosis"
"824","lymphedema"
"825","tetralogy of fallot"
"826","lymphatic abnormalities"
"827","microphthalmos"
"828","thrombophilia"
"829","sarcoglycanopathies"
"830","alopecia areata"
"831","farber lipogranulomatosis"
"832","lipidoses"
"833","muscular atrophy"
"834","torsades de pointes"
"835","long qt syndrome"
"836","de lange syndrome"
"837","cysts"
"838","kidney diseases cystic"
"839","pancreatic cyst"
"840","echinococcosis hepatic"
"841","steatocystoma multiplex"
"842","renal insufficiency chronic"
"843","syndactyly"
"844","epilepsy temporal lobe"
"845","rubinstein taybi syndrome"
"846","small cell lung carcinoma"
"847","chondrodysplasia punctata"
"848","congenital abnormalities"
"849","carotid artery thrombosis"
"850","thrombasthenia"
"851","blood platelet disorders"
"852","thrombocytopenia neonatal alloimmune"
"853","neurotoxicity syndromes"
"854","lung diseases obstructive"
"855","mastocytosis"
"856","movement disorders"
"857","rod cone interaction"
"858","intracranial arteriovenous malformations"
"859","chondrodysplasia punctata rhizomelic"
"860","dupuytren contracture"
"861","eosinophilic esophagitis"
"862","transposition of great vessels"
"863","heterotaxy syndrome"
"864","aicardi syndrome"
"865","septo optic dysplasia"
"866","idiopathic pulmonary fibrosis"
"867","burkitt lymphoma"
"868","orthomyxoviridae infections"
"869","intelligence tests"
"870","learning disabilities"
"871","lymphoma t cell"
"872","anthracosis"
"873","burns"
"874","burns chemical"
"875","chorioamnionitis"
"876","dermatomyositis"
"877","diarrhea"
"878","fever"
"879","hemolytic uremic syndrome"
"880","hiv wasting syndrome"
"881","merrf syndrome"
"882","coronary aneurysm"
"883","cadasil"
"884","lateral medullary syndrome"
"885","sturge weber syndrome"
"886","susac syndrome"
"887","cerebral infarction"
"888","ischemic attack transient"
"889","protein s deficiency"
"890","lymphoma b cell marginal zone"
"891","brachial plexus neuritis"
"892","myositis ossificans"
"893","polycythemia vera"
"894","hemimegalencephaly"
"895","neovascularization pathologic"
"896","shock hemorrhagic"
"897","lecithin cholesterol acyltransferase deficiency"
"898","cryptorchidism"
"899","leukemia myelomonocytic juvenile"
"900","vasculitis"
"901","hematologic neoplasms"
"902","argininosuccinic aciduria"
"903","wounds injuries"
"904","epidermolysis bullosa junctional"
"905","dandy walker syndrome"
"906","paresis"
"907","drug related side effects adverse reactions"
"908","porphyria hepatoerythropoietic"
"909","coproporphyria hereditary"
"910","peritonitis"
"911","tauopathies"
"912","sarcoma endometrial stromal"
"913","classical lissencephalies subcortical band heterotopias"
"914","sarcoma clear cell"
"915","bronchitis chronic"
"916","landau kleffner syndrome"
"917","brain infarction"
"918","corneal neovascularization"
"919","diabetes gestational"
"920","epilepsy tonic clonic"
"921","cerebral palsy"
"922","cystitis"
"923","infarction middle cerebral artery"
"924","job syndrome"
"925","leukemia t cell"
"926","leukemia large granular lymphocytic"
"927","diabetes complications"
"928","leukemia erythroblastic acute"
"929","churg strauss syndrome"
"930","gitelman syndrome"
"931","bronchial hyperreactivity"
"932","bronchiectasis"
"933","leukostasis"
"934","pleurisy"
"935","respiratory syncytial virus infections"
"936","hematologic diseases"
"937","bulimia"
"938","ciliary motility disorders"
"939","leukemia lymphoid"
"940","truncus arteriosus persistent"
"941","reflex sympathetic dystrophy"
"942","hyperaldosteronism"
"943","myoclonic epilepsy juvenile"
"944","neuralgia"
"945","chloracne"
"946","chorea"
"947","epilepsy absence"
"948","vitelliform macular dystrophy"
"949","schistosomiasis"
"950","urinary bladder diseases"
"951","esthetics"
"952","autoimmune lymphoproliferative syndrome"
"953","cervical rib syndrome"
"954","vestibular diseases"
"955","neural tube defects"
"956","nervous system malformations"
"957","tourette syndrome"
"958","respiratory insufficiency"
"959","weill marchesani syndrome"
"960","embolism"
"961","hyperbilirubinemia neonatal"
"962","endocardial cushion defects"
"963","double outlet right ventricle"
"964","aortic arch syndromes"
"965","brucellosis"
"966","dysarthria"
"967","niemann pick disease type"
"968","ophthalmoplegia"
"969","niemann pick disease type b"
"970","niemann pick disease type a"
"971","cataplexy"
"972","headache"
"973","myoclonic epilepsies progressive"
"974","ichthyosis lamellar"
"975","dementia"
"976","paranoid disorders"
"977","psychoses substance induced"
"978","cardiomyopathy restrictive"
"979","motion sickness"
"980","rhinitis allergic"
"981","endometrial hyperplasia"
"982","micrognathism"
"983","retinal detachment"
"984","aortic valve stenosis"
"985","hip contracture"
"986","aging premature"
"987","lymphoma b cell"
"988","irritable bowel syndrome"
"989","abruptio placentae"
"990","lymphoma non hodgkin"
"991","sjogrens syndrome"
"992","bile duct neoplasms"
"993","paranasal sinus neoplasms"
"994","anorexia"
"995","bradycardia"
"996","chest pain"
"997","cushing syndrome"
"998","pituitary apoplexy"
"999","psychomotor disorders"
"1000","puberty delayed"
"1001","retinitis"
"1002","stereotypic movement disorder"
"1003","epilepsy frontal lobe"
"1004","intervertebral disc degeneration"
"1005","sciatica"
"1006","intervertebral disc displacement"
"1007","myelodysplastic syndromes"
"1008","multiple endocrine neoplasia type 1"
"1009","hyperphagia"
"1010","mallory weiss syndrome"
"1011","heart valve diseases"
"1012","essential tremor"
"1013","lymphoma t cell cutaneous"
"1014","lymphoma t cell peripheral"
"1015","leukemia prolymphocytic t cell"
"1016","telangiectasis"
"1017","apraxia ideomotor"
"1018","hemoglobinuria paroxysmal"
"1019","acth secreting pituitary adenoma"
"1020","growth hormone secreting pituitary adenoma"
"1021","acromegaly"
"1022","digestive system neoplasms"
"1023","fraser syndrome"
"1024","diplopia"
"1025","hernias diaphragmatic congenital"
"1026","disorders of sex development"
"1027","dyskeratosis congenita"
"1028","progeria"
"1029","leprosy"
"1030","shock septic"
"1031","barth syndrome"
"1032","propionic acidemia"
"1033","diabetic cardiomyopathies"
"1034","cockayne syndrome"
"1035","sleep apnea obstructive"
"1036","drug hypersensitivity"
"1037","leukemia myeloid chronic atypical bcr abl negative"
"1038","myotonia"
"1039","hypertrophy right ventricular"
"1040","single umbilical artery"
"1041","fetal growth retardation"
"1042","granuloma plasma cell"
"1043","cholesteatoma middle ear"
"1044","otitis externa"
"1045","aids dementia complex"
"1046","restless legs syndrome"
"1047","atypical hemolytic uremic syndrome"
"1048","glomerulonephritis membranoproliferative"
"1049","chondrocalcinosis"
"1050","panniculitis"
"1051","adrenal cortex diseases"
"1052","amino acid metabolism inborn errors"
"1053","xeroderma pigmentosum"
"1054","intestinal diseases"
